No;rgb_b1;rgb_b2;rgb_b3;green_b1;green_b2;ndvi_b1;nir_b1;nir_b2;red_b1;red_b2;redEdge_b1;redEdge_b2;Label
489;1.466.647.751;1.329.745.329;116.744.083;1.685.433.204;1.329.745.329;9.149.067;2.005.684.069;2.525.107.266;1.391.704.595;2.525.107.266;2.213.627.626;2.525.107.266;3
490;1.452.376.471;1.336.308.651;1.155.964.014;1.599.640.069;1.336.308.651;9.247.349;2.136.253.066;2.525.107.266;1.296.361.855;2.525.107.266;2.324.287.474;2.525.107.266;3
491;1.471.011.765;135.784.083;116.312.526;1.575.098.298;135.784.083;936.277;2.503.136.941;2.525.107.266;1.217.425.647;2.525.107.266;2.661.974.547;2.525.107.266;3
492;1.474.041.522;1.371.597.232;117.686.782;1.557.491.419;1.371.597.232;9.267.985;2.324.034.367;2.525.107.266;1.267.356.388;2.525.107.266;2.495.023.433;2.525.107.266;3
493;1.552.440.138;1.433.862.976;1.286.164.706;1.542.677.813;1.433.862.976;9.291.146;2.350.223.349;2.525.107.266;1.245.251.543;2.525.107.266;2.497.813.758;2.525.107.266;3
494;1.582.354.325;1.496.643.599;1.339.500.346;1.570.458.422;1.496.643.599;9.270.378;2.305.992.526;2.525.107.266;1.292.130.436;2.525.107.266;2.434.979.862;2.525.107.266;3
495;1.651.190.311;1.576.975.779;1.475.572.318;1.600.318.713;1.576.975.779;9.254.235;2.361.595.889;2.525.107.266;1.256.064.858;2.525.107.266;2.483.617.606;2.525.107.266;3
498;1.619.353.633;1.462.405.536;1.339.523.875;1.727.232.097;1.462.405.536;9.379.743;2.417.475.972;2.525.107.266;1.215.938.768;2.525.107.266;2.802.574.505;2.525.107.266;3
499;1.624.066.436;1.465.198.616;1.316.267.128;172.142.699;1.465.198.616;9.162.785;1.957.010.547;2.525.107.266;1.379.408.083;2.525.107.266;2.290.229.758;2.525.107.266;3
500;1.603.397.924;146.230.173;1.286.589.619;1.704.396.346;146.230.173;9.223.295;2.176.065.052;2.525.107.266;1.353.898.436;2.525.107.266;2.428.661.121;2.525.107.266;3
501;1.558.974.394;1.416.207.612;1.250.077.509;1.637.227.986;1.416.207.612;9.281.882;2.306.750.588;2.525.107.266;1.278.023.986;2.525.107.266;2.506.104.111;2.525.107.266;3
502;1.535.876.817;1.418.685.121;1.227.512.803;1.564.853.176;1.418.685.121;9.248.951;2.190.952.941;2.525.107.266;1.270.743.862;2.525.107.266;2.397.539.142;2.525.107.266;3
503;1.526.260.208;1.429.959.862;1.221.655.363;1.542.731.599;1.429.959.862;9.339.026;2.433.154.104;2.525.107.266;1.200.553.675;2.525.107.266;2.617.659.806;2.525.107.266;3
504;1.531.116.955;1.456.408.304;1.245.216.609;1.531.928.609;1.456.408.304;9.369.113;2.562.758.851;2.525.107.266;1.179.550.879;2.525.107.266;2.700.443.474;2.525.107.266;3
505;1.632.408.304;1.532.510.727;135.689.827;1.547.484.706;1.532.510.727;9.330.337;2.465.574.879;2.525.107.266;1.217.394.118;2.525.107.266;2.599.230.062;2.525.107.266;3
506;1.656.204.844;1.548.816.609;1.418.483.045;1.564.372.401;1.548.816.609;9.267.579;2.321.327.848;2.525.107.266;1.287.124.595;2.525.107.266;2.450.354.782;2.525.107.266;3
507;1.666.210.381;1.574.651.903;1.438.261.592;1.616.267.114;1.574.651.903;9.317.764;2.563.223.225;2.525.107.266;1.254.039.654;2.525.107.266;2.677.889.038;2.525.107.266;3
510;160.663.391;1.496.930.104;1.323.410.381;1.712.115.958;1.496.930.104;9.367.171;2.270.685.965;2.525.107.266;1.237.335.087;2.525.107.266;2.703.008.512;2.525.107.266;3
511;1.599.191.696;1.460.312.803;1.297.051.903;1.791.467.419;1.460.312.803;9.287.457;2.412.031.931;2.525.107.266;1.300.773.938;2.525.107.266;2.839.123.502;2.525.107.266;3
512;1.542.405.536;1.433.703.806;1.243.483.737;1.687.318.962;1.433.703.806;9.263.907;2.206.442.491;2.525.107.266;1.315.228.235;2.525.107.266;2.493.787.654;2.525.107.266;3
513;1.513.984.775;1.415.144.637;121.106.436;1.596.533.924;1.415.144.637;9.362.197;2.476.076.471;2.525.107.266;1.204.792.346;2.525.107.266;2.636.874.436;2.525.107.266;3
514;1.539.219.377;1.441.795.156;1.235.555.709;1.557.237.536;1.441.795.156;9.338.016;2.410.458.464;2.525.107.266;1.210.594.422;2.525.107.266;2.611.048.734;2.525.107.266;3
515;1.488.408.304;1.424.002.768;1.180.390.311;1.532.449.246;1.424.002.768;9.345.053;2.437.851.862;2.525.107.266;1.194.637.924;2.525.107.266;2.642.518.478;2.525.107.266;3
516;1.533.546.021;1.472.937.024;1.252.669.896;1.524.230.478;1.472.937.024;9.395.498;2.601.733.467;2.525.107.266;114.820.508;2.525.107.266;2.755.505.107;2.525.107.266;3
517;1.573.194.464;1.478.011.073;1.264.334.948;1.548.621.093;1.478.011.073;9.327.008;2.484.165.066;2.525.107.266;1.216.191.405;2.525.107.266;2.609.161.329;2.525.107.266;3
518;1.638.492.734;1.525.404.844;1.359.851.903;1.545.162.131;1.525.404.844;9.332.543;2.486.481.979;2.525.107.266;1.229.572.581;2.525.107.266;2.578.424.927;2.525.107.266;3
519;1.664.779.239;1.578.408.304;1.411.115.571;160.827.027;1.578.408.304;9.268.588;2.403.625.343;2.525.107.266;1.304.791.848;2.525.107.266;2.546.055.848;2.525.107.266;3
522;1.567.360.554;1.496.329.412;1.281.631.834;1.875.397.578;1.496.329.412;9.294.737;2.424.202.048;2.525.107.266;1.417.846.422;2.525.107.266;2.944.852.803;2.525.107.266;3
523;1.553.043.599;1.438.906.574;1.260.455.363;1.790.448.194;1.438.906.574;9.315.086;2.504.461.522;2.525.107.266;1.286.843.626;2.525.107.266;288.718.937;2.525.107.266;3
524;1.531.327.336;1.426.902.422;1.231.842.215;1.708.616.747;1.426.902.422;9.338.606;2.352.093.481;2.525.107.266;1.265.688.111;2.525.107.266;2.609.770.879;2.525.107.266;3
525;1.520.157.785;1.433.303.806;12.167.391;1.653.567.059;1.433.303.806;9.348.223;2.508.925.218;2.525.107.266;1.241.107.322;2.525.107.266;2.672.244.208;2.525.107.266;3
526;1.538.744.637;1.444.501.038;123.070.173;1.582.934.616;1.444.501.038;936.954;256.804.227;2.525.107.266;1.195.218.505;2.525.107.266;2.748.888.484;2.525.107.266;3
527;1.527.122.491;1.451.285.813;1.220.934.256;1.584.457.827;1.451.285.813;9.294.607;2.390.012.415;2.525.107.266;1.251.708.983;2.525.107.266;2.630.063.433;2.525.107.266;3
528;1.528.390.311;1.459.792.388;1.239.820.069;1.548.386.159;1.459.792.388;9.366.554;2.579.904.208;2.525.107.266;117.604.746;2.525.107.266;2.780.431.529;2.525.107.266;3
529;1.569.807.612;1.483.130.796;1.262.924.567;158.409.218;1.483.130.796;9.315.726;2.591.878.602;2.525.107.266;1.217.796.028;2.525.107.266;2.781.640.042;2.525.107.266;3
530;1.585.363.322;1.461.420.069;1.255.514.187;1.599.188.927;1.461.420.069;9.332.103;2.651.625.218;2.525.107.266;1.227.963.308;2.525.107.266;2.784.296.886;2.525.107.266;3
531;1.684.690.657;1.590.714.187;1.396.442.907;1.589.829.384;1.590.714.187;9.305.171;2.487.079.751;2.525.107.266;1.225.214.907;2.525.107.266;2.638.233.024;2.525.107.266;3
532;1.602.537.024;1.534.034.602;1.409.371.626;1.619.380.803;1.534.034.602;9.313.281;2.554.754.699;2.525.107.266;1.173.998.713;2.525.107.266;2.704.533.343;2.525.107.266;3
534;1.614.272.664;1.559.633.218;1.312.365.398;1.721.154.644;1.559.633.218;9.443.415;2.627.342.948;2.525.107.266;1.166.622.215;2.525.107.266;3.202.209.093;2.525.107.266;3
535;1.575.717.647;1.501.608.304;1.272.878.893;1.713.787.696;1.501.608.304;9.384.007;2.600.348.969;2.525.107.266;1.220.936.913;2.525.107.266;2.941.244.014;2.525.107.266;3
536;159.64;1.507.771.626;1.277.807.612;1.703.491.114;1.507.771.626;9.273.926;2.262.751.391;2.525.107.266;1.326.746.062;2.525.107.266;2.497.287.363;2.525.107.266;3
537;1.573.013.149;1.493.191.696;1.242.550.865;1.713.636.734;1.493.191.696;9.216.089;2.230.390.782;2.525.107.266;1.373.880.208;2.525.107.266;2.422.593.439;2.525.107.266;3
538;1.600.817.993;1.498.856.747;1.283.831.142;1.720.370.311;1.498.856.747;9.173.605;228.256.937;2.525.107.266;1.396.718.837;2.525.107.266;2.519.177.287;2.525.107.266;3
539;1.574.887.197;1.485.503.114;1.258.152.249;1.653.549.301;1.485.503.114;9.223.184;2.363.115.571;2.525.107.266;1.317.829.785;2.525.107.266;2.632.031.045;2.525.107.266;3
540;1.551.265.052;1.485.407.612;1.250.646.367;1.693.051.682;1.485.407.612;9.103.954;2.222.653.938;2.525.107.266;1.449.608.651;2.525.107.266;2.556.045.356;2.525.107.266;3
541;1.603.709.343;1.506.251.903;1.307.281.661;1.715.664.554;1.506.251.903;9.091.166;2.200.661.758;2.525.107.266;147.053.009;2.525.107.266;2.527.276.734;2.525.107.266;3
542;1.608.503.806;1.489.558.478;1.284.204.844;1.749.378.782;1.489.558.478;9.081.371;2.276.217.315;2.525.107.266;1.527.685.979;2.525.107.266;2.566.311.502;2.525.107.266;3
543;1.674.312.803;1.527.223.529;1.361.173.702;1.695.223.737;1.527.223.529;9.097.585;2.208.395.654;2.525.107.266;1.429.150.644;2.525.107.266;2.436.763.654;2.525.107.266;3
544;1.629.522.491;1.571.645.675;1.392.488.581;1.676.186.076;1.571.645.675;9.132.179;224.265.409;2.525.107.266;1.312.526.907;2.525.107.266;2.441.241.398;2.525.107.266;3
34;1.541.839.446;1.548.265.744;1.379.432.526;1.599.842.367;2.525.411.765;926.431;2.466.450.491;2.525.411.765;1.108.676.318;2.525.411.765;250.541.481;2.525.411.765;4
35;1.568.387.543;1.537.284.429;1.358.107.958;1.613.075.017;2.525.411.765;9.244.302;2.314.462.879;2.525.411.765;1.137.765.785;2.525.411.765;2.341.879.654;2.525.411.765;4
36;1.530.938.408;148.890.519;1.305.951.557;1.666.472.221;2.525.411.765;932.907;2.279.660.609;2.525.411.765;1.108.781.273;2.525.411.765;2.346.804.166;2.525.411.765;4
248;1.481.226.298;1.452.521.799;1.366.024.913;1.854.401.993;252.267.128;10.345.946;3.269.230.768;252.267.128;11.264.969;252.267.128;3.462.740.554;252.267.128;4
1;1.605.325.952;157.176.609;1.415.133.564;1.691.538.035;2.525.411.765;9.475.441;3.063.382.671;2.525.411.765;8.828.740.346;2.525.411.765;2.978.455.087;2.525.411.765; 
33;1.563.299.654;1.559.262.284;1.381.936.332;1.627.581.052;2.524.193.772;9.779.173;2.688.365.232;2.524.193.772;1.062.310.007;2.524.193.772;273.800.818;2.524.193.772;?
50;173.420.346;1.621.087.889;1.439.986.159;1.814.966.131;252.099.654;10.645.271;2.163.258.131;252.099.654;1.397.055.696;252.099.654;2.228.658.893;252.099.654;?
51;17.367.391;1.639.719.031;1.428.341.869;1.739.585.827;252.099.654;10.868.645;2.137.310.367;252.099.654;1.164.893.952;252.099.654;2.187.620.138;252.099.654;?
52;1.597.415.917;15.408.609;1.314.251.903;1.673.530.394;252.099.654;10.808.216;1.913.530.394;252.099.654;11.915.071;252.099.654;2.004.473.246;252.099.654;?
53;1.592.193.772;1.515.857.439;1.302.775.087;161.692.472;252.099.654;10.751.274;1.793.790.644;252.099.654;1.206.509.965;252.099.654;1.888.531.433;252.099.654;?
66;1.606.625.606;1.502.062.284;1.305.233.218;1.584.776.194;252.099.654;10.715.107;1.710.929.522;252.099.654;1.209.088.263;252.099.654;1.798.688.678;252.099.654;?
79;1.571.074.048;1.456.148.097;127.56;1.604.860.775;252.099.654;10.792.738;1.902.670.394;252.099.654;1.159.804.983;252.099.654;1.977.202.408;252.099.654;?
92;1.508.013.841;1.499.908.651;1.251.226.298;1.843.425.564;252.099.654;11.100.366;3.042.411.986;252.099.654;9.409.827.543;252.099.654;3.094.696.277;252.099.654;?
105;1.530.525.952;1.514.617.301;1.333.893.426;1.582.731.668;252.099.654;11.056.177;2.667.965.592;252.099.654;8.678.677.785;252.099.654;2.650.651.765;252.099.654;?
118;1.520.950.865;1.534.514.879;1.353.602.768;1.415.965.564;252.099.654;10.891.636;185.819.654;252.099.654;9.562.910.727;252.099.654;1.879.287.806;252.099.654;?
183;156.379.654;1.472.242.215;1.415.313.495;1.522.920.111;252.099.654;10.886.238;2.363.293.827;252.099.654;1.070.678.021;252.099.654;2.423.980.775;252.099.654;?
184;1.528.099.654;156.043.737;1.343.384.083;1.560.340.152;252.099.654;11.070.968;3.194.755.612;252.099.654;9.376.257.301;252.099.654;3.209.165.495;252.099.654;?
185;1.526.539.792;1.546.208.997;1.354.175.779;1.576.976.069;252.099.654;109.759.035;2.848.517.315;252.099.654;1.023.313.066;252.099.654;2.889.186.131;252.099.654;?
186;1.580.802.768;1.590.808.304;1.402.575.779;1.547.299.253;252.099.654;10.922.827;2.414.991.087;252.099.654;1.063.520.913;252.099.654;2.468.829.993;252.099.654;?
196;1.500.772.318;1.561.085.121;1.324.318.339;1.522.070.948;252.099.654;1.097.423;2.870.237.343;252.099.654;9.965.417.439;252.099.654;2.942.991.017;252.099.654;?
197;1.555.485.121;1.581.857.439;1.384.548.097;1.428.672.221;252.099.654;10.878.319;2.285.801.412;252.099.654;1.038.000.401;252.099.654;234.565.409;252.099.654;?
207;1.447.680.277;1.320.289.273;1.179.580.623;2.834.012.166;252.099.654;10.373.845;1.910.555.875;252.099.654;2.356.342.713;252.099.654;1.856.683.848;252.099.654;?
219;1.483.453.287;1.346.447.059;1.192.816.609;3.108.957.481;252.099.654;10.309.485;1.877.963.668;252.099.654;254.770.782;252.099.654;2.000.619.322;252.099.654;?
231;1.451.323.183;1.358.163.322;116.610.519;4.517.495.737;252.099.654;-23.611.642;2.456.819.502;252.099.654;3.766.861.315;252.099.654;2.781.111.516;252.099.654;?
243;1.398.477.509;1.306.117.647;1.190.884.429;2.802.941.481;252.099.654;10.319.025;1.726.558.242;252.099.654;2.155.906.478;252.099.654;1.866.063.945;252.099.654;?
254;1.326.193.772;1.372.512.111;1.130.481.661;1.483.943.045;252.099.654;10.861.711;2.131.481.426;252.099.654;1.304.472.346;252.099.654;2.039.578.048;252.099.654;?
255;131.356.955;1.355.442.215;1.102.757.093;1.607.329.675;252.099.654;1.067.004;1.609.058.478;252.099.654;1.184.490.754;252.099.654;1.591.372.706;252.099.654;?
266;162.970.519;1.526.876.125;1.481.725.952;1.407.611.931;252.099.654;10.815.097;2.136.930.657;252.099.654;1.067.137.689;252.099.654;2.235.444.083;252.099.654;?
267;1.570.386.159;1.475.918.339;1.435.541.869;1.421.632.111;252.099.654;10.882.338;2.355.476.304;252.099.654;1.032.898.561;252.099.654;2.404.387.682;252.099.654;?
268;1.552.703.114;1.462.721.107;1.405.983.391;148.756.645;252.099.654;10.887.516;2.343.938.685;252.099.654;1.050.846.616;252.099.654;2.383.988.581;252.099.654;?
279;1.635.659.516;1.513.976.471;1.481.774.394;1.434.890.076;252.099.654;10.892.019;2.410.579.446;252.099.654;1.034.259.377;252.099.654;2.503.787.945;252.099.654;?
280;1.584.995.156;1.487.301.038;1.409.868.512;1.414.322.215;252.099.654;10.854.752;2.323.112.637;252.099.654;1.051.276.969;252.099.654;239.900.782;252.099.654;?
281;1.554.480.277;1.473.462.976;1.378.662.976;1.442.030.547;252.099.654;10.864.208;2.259.054.145;252.099.654;1.047.940.014;252.099.654;2.296.960.927;252.099.654;?
293;1.533.934.948;146.269.481;1.374.056.747;1.383.684.803;252.099.654;11.050.013;2.879.271.128;252.099.654;9.022.789.066;252.099.654;2.844.258.173;252.099.654;?
294;1.518.091.349;1.455.929.412;1.355.778.547;1.434.547.322;252.099.654;10.888.745;2.264.145.772;252.099.654;1.023.677.426;252.099.654;2.290.118.865;252.099.654;?
306;1.447.436.678;1.431.435.294;1.307.818.685;1.465.856.069;252.099.654;11.081.528;320.981.946;252.099.654;8.491.951.834;252.099.654;3.188.251.668;252.099.654;?
307;1.363.038.062;1.419.469.896;1.198.871.972;171.807.283;252.099.654;11.065.004;3.810.539.972;252.099.654;9.686.822.145;252.099.654;3.905.653.564;252.099.654;?
321;1.781.137.716;1.632.758.478;1.455.288.581;1.699.650.768;252.099.654;10.631.093;2.386.799.529;252.099.654;1.357.990.353;252.099.654;2.618.181.356;252.099.654;?
334;1.828.543.945;1.626.984.083;1.493.320.415;1.601.926.505;252.099.654;1.075.405;24.407.449;252.099.654;1.246.808.443;252.099.654;2.635.931.225;252.099.654;?
347;1.673.955.709;1.572.174.394;1.372.027.682;1.623.258.976;252.099.654;10.762.059;2.494.698.381;252.099.654;1.294.563.197;252.099.654;2.737.395.571;252.099.654;?
360;1.674.445.675;1.535.231.834;1.319.388.235;1.713.248.651;252.099.654;1.073.329;255.209.182;252.099.654;1.329.379.197;252.099.654;2.890.034.394;252.099.654;?
373;1.728.858.131;1.583.241.522;138.196.263;1.623.529.315;252.099.654;1.089.192;2.688.941.772;252.099.654;1.177.190.948;252.099.654;2.976.919.529;252.099.654;?
374;1.658.602.076;1.521.557.093;1.283.480.969;1.652.458.311;252.099.654;10.784.323;248.314.018;252.099.654;1.291.054.865;252.099.654;2.745.889.578;252.099.654;?
389;1.786.143.945;1.639.240.138;1.520.376.471;1.624.257.066;252.099.654;10.926.254;2.310.191.516;252.099.654;1.149.958.851;252.099.654;2.694.324.955;252.099.654;?
402;1.589.777.163;1.533.930.796;1.276.776.471;1.753.157.329;252.099.654;11.036.131;2.530.992.567;252.099.654;1.072.713.772;252.099.654;2.702.289.813;252.099.654;?
406;1.701.313.495;1.646.251.903;1.379.512.803;1.788.832.706;252.099.654;11.062.709;2.622.292.498;252.099.654;102.517.636;252.099.654;2.758.849.993;252.099.654;?
418;1.947.702.422;1.766.618.685;1.506.084.429;3.626.963.433;252.099.654;10.636.757;2.569.756.623;252.099.654;2.377.738.381;252.099.654;3.081.225.689;252.099.654;?
427;1.950.519.031;1.753.529.412;1.454.581.315;2.175.069.924;252.099.654;10.614.047;1.929.778.131;252.099.654;1.608.539.488;252.099.654;2.254.751.806;252.099.654;?
436;193.022.699;17.272.609;1.461.791.003;3.903.067.142;252.099.654;10.412.933;2.251.306.256;252.099.654;2.700.051.405;252.099.654;2.919.080.484;252.099.654;?
445;1.756.478.893;1.575.559.862;1.351.879.585;3.795.281.301;252.099.654;10.466.275;2.277.724.581;252.099.654;2.625.864.941;252.099.654;2.950.438.201;252.099.654;?
464;148.982.699;1.494.610.381;1.251.645.675;1.588.849.855;252.099.654;10.761.227;1.930.605.301;252.099.654;1.161.903.114;252.099.654;1.929.017.301;252.099.654;?
476;1.549.755.017;1.562.459.516;1.274.314.187;189.057.301;1.562.459.516;969.861;3.080.030.851;2.524.193.772;1.277.002.962;2.524.193.772;3.169.220.138;2.524.193.772;?
477;1.519.317.647;1.519.184.775;1.266.553.633;1.903.433.052;1.519.184.775;9.701.524;3.082.146.505;2.524.193.772;1.321.303.087;2.524.193.772;3.225.501.924;2.524.193.772;?
478;1.564.611.765;1.550.146.713;1.362.963.322;1.964.710.118;1.550.146.713;970.756;3.070.403.958;2.524.193.772;1.378.031.474;2.524.193.772;3.233.567.557;2.524.193.772;?
479;1.630.260.208;1.604.279.585;1.463.702.422;2.082.017.149;1.604.279.585;9.663.025;2.940.588.152;2.524.193.772;1.471.045.689;2.524.193.772;31.408.191;2.524.193.772;?
480;1.688.413.841;168.153.218;1.552.316.955;209.165.218;168.153.218;9.553.037;2.636.573.315;2.524.193.772;1.533.157.924;2.524.193.772;2.891.934.671;2.524.193.772;?
481;1.772.088.581;1.771.187.543;1.677.240.138;210.178.674;1.771.187.543;9.536.165;271.850.328;2.524.193.772;1.545.912.512;2.524.193.772;2.949.795.654;2.524.193.772;?
482;1.737.314.879;1.718.041.522;1.614.553.633;2.111.472.969;1.718.041.522;9.531.089;2.648.481.799;2.524.193.772;1.551.831.253;2.524.193.772;2.880.231.183;2.524.193.772;?
483;1.565.788.235;152.893.564;1.340.798.616;1.800.053.301;152.893.564;957.191;2.533.281.702;2.524.193.772;129.080.519;2.524.193.772;2.745.420.152;2.524.193.772;?
484;152.959.308;1.529.249.827;1.330.978.547;1.574.968.637;1.529.249.827;9.512.185;2.323.568.983;2.524.193.772;1.172.485.896;2.524.193.772;2.498.566.394;2.524.193.772;?
496;1.680.884.429;1.606.221.453;1.562.988.235;1.545.198.533;1.606.221.453;9.416.017;1.824.919.474;2.524.193.772;1.297.393.924;2.524.193.772;2.009.948.969;2.524.193.772;?
497;1.488.787.543;1.441.151.557;12.004.609;1.725.964.318;1.441.151.557;9.708.487;2.347.711.779;2.524.193.772;1.217.739.585;2.524.193.772;2.738.297.564;2.524.193.772;?
508;1.693.725.952;1.600.161.938;1.535.442.215;153.499.564;1.600.161.938;9.503.041;19917.56;2.524.193.772;1.297.407.114;2.524.193.772;2.158.707.197;2.524.193.772;?
509;1.550.445.675;145.803.045;1.245.986.159;1.662.937.772;145.803.045;9.734.109;234.431.301;2.524.193.772;1.162.004.263;2.524.193.772;2.762.835.349;2.524.193.772;?
520;1.627.738.408;1.553.157.093;1.444.386.159;1.549.114.007;1.553.157.093;9.642.525;2.345.062.298;2.524.193.772;118.501.892;2.524.193.772;2.475.357.993;2.524.193.772;?
521;153.775.917;1.443.195.848;1.259.893.426;162.024.526;1.443.195.848;9.713.587;2.220.887.862;2.524.193.772;1.160.955.723;2.524.193.772;2.687.932.498;2.524.193.772;?
533;1.688.638.062;1.566.614.533;1.356.152.249;1.629.281.675;1.566.614.533;9.772.295;2.465.616.997;2.524.193.772;1.114.839.875;2.524.193.772;29.804.009;2.524.193.772;?
